"","male","male_p","age","subject","top_1","top_2","bottom_1","bottom_2","d"
"7683",0,1,44,308,120,40,140,100,1
"7684",0,1,44,308,140,160,160,120,0
"7685",0,1,44,308,100,100,200,0,0
"7686",0,1,44,308,100,200,100,100,0
"7687",0,1,44,308,80,40,140,100,1
"7688",0,1,44,308,140,20,120,100,1
"7689",0,1,44,308,120,80,100,100,1
"7690",0,1,44,308,100,140,100,60,0
"7691",0,1,44,308,160,0,100,100,1
"7692",0,1,44,308,120,0,140,140,1
"7693",0,1,44,308,120,120,140,40,0
"7694",0,1,44,308,140,140,120,80,0
"7695",0,1,44,308,80,80,140,40,0
"7696",0,1,44,308,120,120,140,80,0
"7697",0,1,44,308,100,20,100,100,1
"7698",0,1,44,308,120,0,140,100,1
"7699",0,1,44,308,160,80,140,160,1
"7700",0,1,44,308,200,0,180,20,1
"7701",1,0,40,309,140,140,120,180,1
"7702",1,0,40,309,140,0,120,140,1
"7703",1,0,40,309,140,120,80,80,0
"7704",1,0,40,309,140,100,100,40,0
"7705",1,0,40,309,100,140,100,200,1
"7706",1,0,40,309,80,0,140,100,1
"7707",1,0,40,309,160,40,120,80,1
"7708",1,0,40,309,120,40,140,100,1
"7709",1,0,40,309,140,160,160,120,0
"7710",1,0,40,309,100,100,200,0,0
"7711",1,0,40,309,100,200,100,100,0
"7712",1,0,40,309,80,40,140,100,1
"7713",1,0,40,309,140,20,120,100,1
"7714",1,0,40,309,120,80,100,100,1
"7715",1,0,40,309,100,140,100,60,0
"7716",1,0,40,309,160,0,100,100,1
"7717",1,0,40,309,120,0,140,140,1
"7718",1,0,40,309,120,120,140,40,0
"7719",1,0,40,309,140,140,120,80,0
"7720",1,0,40,309,80,80,140,40,0
"7721",1,0,40,309,120,120,140,80,0
"7722",1,0,40,309,100,20,100,100,1
"7723",1,0,40,309,120,0,140,100,1
"7724",1,0,40,309,160,80,140,160,1
"7725",1,0,40,309,200,0,180,20,1
"7726",1,0,30,310,140,140,120,180,0
"7727",1,0,30,310,140,0,120,140,1
"7728",1,0,30,310,140,120,80,80,0
"7729",1,0,30,310,140,100,100,40,0
"7730",1,0,30,310,100,140,100,200,1
"7731",1,0,30,310,80,0,140,100,1
"7732",1,0,30,310,160,40,120,80,1
"7733",1,0,30,310,120,40,140,100,1
"7734",1,0,30,310,140,160,160,120,0
"7735",1,0,30,310,100,100,200,0,0
"7736",1,0,30,310,100,200,100,100,0
"7737",1,0,30,310,80,40,140,100,1
"7738",1,0,30,310,140,20,120,100,1
"7739",1,0,30,310,120,80,100,100,1
"7740",1,0,30,310,100,140,100,60,0
"7741",1,0,30,310,160,0,100,100,1
"7742",1,0,30,310,120,0,140,140,1
"7743",1,0,30,310,120,120,140,40,0
"7744",1,0,30,310,140,140,120,80,0
"7745",1,0,30,310,80,80,140,40,1
"7746",1,0,30,310,120,120,140,80,0
"7747",1,0,30,310,100,20,100,100,1
"7748",1,0,30,310,120,0,140,100,1
"7749",1,0,30,310,160,80,140,160,1
"7750",1,0,30,310,200,0,180,20,0
"7751",1,1,43,311,140,140,120,180,0
"7752",1,1,43,311,140,0,120,140,1
"7753",1,1,43,311,140,120,80,80,0
"7754",1,1,43,311,140,100,100,40,0
"7755",1,1,43,311,100,140,100,200,0
"7756",1,1,43,311,80,0,140,100,1
"7757",1,1,43,311,160,40,120,80,0
"7758",1,1,43,311,120,40,140,100,1
"7759",1,1,43,311,140,160,160,120,1
"7760",1,1,43,311,100,100,200,0,1
"7761",1,1,43,311,100,200,100,100,0
"7762",1,1,43,311,80,40,140,100,1
"7763",1,1,43,311,140,20,120,100,1
"7764",1,1,43,311,120,80,100,100,0
"7765",1,1,43,311,100,140,100,60,0
"7766",1,1,43,311,160,0,100,100,1
"7767",1,1,43,311,120,0,140,140,1
"7768",1,1,43,311,120,120,140,40,0
"7769",1,1,43,311,140,140,120,80,0
"7770",1,1,43,311,80,80,140,40,1
"7771",1,1,43,311,120,120,140,80,0
"7772",1,1,43,311,100,20,100,100,1
"7773",1,1,43,311,120,0,140,100,1
"7774",1,1,43,311,160,80,140,160,1
"7775",1,1,43,311,200,0,180,20,0
"7776",1,0,48,312,140,140,120,180,0
"7777",1,0,48,312,140,0,120,140,1
"7778",1,0,48,312,140,120,80,80,0
"7779",1,0,48,312,140,100,100,40,0
"7780",1,0,48,312,100,140,100,200,1
"7781",1,0,48,312,80,0,140,100,1
"7782",1,0,48,312,160,40,120,80,1
"7783",1,0,48,312,120,40,140,100,1
"7784",1,0,48,312,140,160,160,120,0
"7785",1,0,48,312,100,100,200,0,0
"7786",1,0,48,312,100,200,100,100,0
"7787",1,0,48,312,80,40,140,100,1
"7788",1,0,48,312,140,20,120,100,1
"7789",1,0,48,312,120,80,100,100,1
"7790",1,0,48,312,100,140,100,60,0
"7791",1,0,48,312,160,0,100,100,1
"7792",1,0,48,312,120,0,140,140,1
"7793",1,0,48,312,120,120,140,40,0
"7794",1,0,48,312,140,140,120,80,0
"7795",1,0,48,312,80,80,140,40,0
"7796",1,0,48,312,120,120,140,80,0
"7797",1,0,48,312,100,20,100,100,1
"7798",1,0,48,312,120,0,140,100,1
"7799",1,0,48,312,160,80,140,160,1
"7800",1,0,48,312,200,0,180,20,1
"7801",1,1,46,313,140,140,120,180,0
"7802",1,1,46,313,140,0,120,140,1
"7803",1,1,46,313,140,120,80,80,0
"7804",1,1,46,313,140,100,100,40,0
"7805",1,1,46,313,100,140,100,200,1
"7806",1,1,46,313,80,0,140,100,1
"7807",1,1,46,313,160,40,120,80,1
"7808",1,1,46,313,120,40,140,100,1
"7809",1,1,46,313,140,160,160,120,1
"7810",1,1,46,313,100,100,200,0,1
"7811",1,1,46,313,100,200,100,100,0
"7812",1,1,46,313,80,40,140,100,1
"7813",1,1,46,313,140,20,120,100,1
"7814",1,1,46,313,120,80,100,100,1
"7815",1,1,46,313,100,140,100,60,0
"7816",1,1,46,313,160,0,100,100,1
"7817",1,1,46,313,120,0,140,140,1
"7818",1,1,46,313,120,120,140,40,0
"7819",1,1,46,313,140,140,120,80,0
"7820",1,1,46,313,80,80,140,40,1
"7821",1,1,46,313,120,120,140,80,0
"7822",1,1,46,313,100,20,100,100,1
"7823",1,1,46,313,120,0,140,100,1
"7824",1,1,46,313,160,80,140,160,1
"7825",1,1,46,313,200,0,180,20,0
"7826",0,0,22,314,140,140,120,180,0
"7827",0,0,22,314,140,0,120,140,1
"7828",0,0,22,314,140,120,80,80,0
"7829",0,0,22,314,140,100,100,40,0
"7830",0,0,22,314,100,140,100,200,0
"7831",0,0,22,314,80,0,140,100,1
"7832",0,0,22,314,160,40,120,80,0
"7833",0,0,22,314,120,40,140,100,1
"7834",0,0,22,314,140,160,160,120,1
"7835",0,0,22,314,100,100,200,0,0
"7836",0,0,22,314,100,200,100,100,1
"7837",0,0,22,314,80,40,140,100,1
"7838",0,0,22,314,140,20,120,100,1
"7839",0,0,22,314,120,80,100,100,1
"7840",0,0,22,314,100,140,100,60,1
"7841",0,0,22,314,160,0,100,100,1
"7842",0,0,22,314,120,0,140,140,1
"7843",0,0,22,314,120,120,140,40,0
"7844",0,0,22,314,140,140,120,80,0
"7845",0,0,22,314,80,80,140,40,1
"7846",0,0,22,314,120,120,140,80,0
"7847",0,0,22,314,100,20,100,100,1
"7848",0,0,22,314,120,0,140,100,1
"7849",0,0,22,314,160,80,140,160,1
"7850",0,0,22,314,200,0,180,20,1
"7851",1,0,34,315,140,140,120,180,0
"7852",1,0,34,315,140,0,120,140,1
"7853",1,0,34,315,140,120,80,80,0
"7854",1,0,34,315,140,100,100,40,0
"7855",1,0,34,315,100,140,100,200,1
"7856",1,0,34,315,80,0,140,100,1
"7857",1,0,34,315,160,40,120,80,1
"7858",1,0,34,315,120,40,140,100,1
"7859",1,0,34,315,140,160,160,120,0
"7860",1,0,34,315,100,100,200,0,0
"7861",1,0,34,315,100,200,100,100,0
"7862",1,0,34,315,80,40,140,100,1
"7863",1,0,34,315,140,20,120,100,1
"7864",1,0,34,315,120,80,100,100,1
"7865",1,0,34,315,100,140,100,60,0
"7866",1,0,34,315,160,0,100,100,1
"7867",1,0,34,315,120,0,140,140,1
"7868",1,0,34,315,120,120,140,40,0
"7869",1,0,34,315,140,140,120,80,0
"7870",1,0,34,315,80,80,140,40,1
"7871",1,0,34,315,120,120,140,80,0
"7872",1,0,34,315,100,20,100,100,1
"7873",1,0,34,315,120,0,140,100,1
"7874",1,0,34,315,160,80,140,160,1
"7875",1,0,34,315,200,0,180,20,1
"7876",0,0,46,316,140,140,120,180,0
"7877",0,0,46,316,140,0,120,140,1
"7878",0,0,46,316,140,120,80,80,0
"7879",0,0,46,316,140,100,100,40,0
"7880",0,0,46,316,100,140,100,200,0
"7881",0,0,46,316,80,0,140,100,1
"7882",0,0,46,316,160,40,120,80,1
"7883",0,0,46,316,120,40,140,100,1
"7884",0,0,46,316,140,160,160,120,1
"7885",0,0,46,316,100,100,200,0,0
"7886",0,0,46,316,100,200,100,100,1
"7887",0,0,46,316,80,40,140,100,1
"7888",0,0,46,316,140,20,120,100,1
"7889",0,0,46,316,120,80,100,100,1
"7890",0,0,46,316,100,140,100,60,0
"7891",0,0,46,316,160,0,100,100,1
"7892",0,0,46,316,120,0,140,140,1
"7893",0,0,46,316,120,120,140,40,0
"7894",0,0,46,316,140,140,120,80,0
"7895",0,0,46,316,80,80,140,40,0
"7896",0,0,46,316,120,120,140,80,0
"7897",0,0,46,316,100,20,100,100,1
"7898",0,0,46,316,120,0,140,100,1
"7899",0,0,46,316,160,80,140,160,1
"7900",0,0,46,316,200,0,180,20,1
"7901",0,0,23,317,140,140,120,180,0
"7902",0,0,23,317,140,0,120,140,1
"7903",0,0,23,317,140,120,80,80,0
"7904",0,0,23,317,140,100,100,40,0
"7905",0,0,23,317,100,140,100,200,0
"7906",0,0,23,317,80,0,140,100,1
"7907",0,0,23,317,160,40,120,80,0
"7908",0,0,23,317,120,40,140,100,1
"7909",0,0,23,317,140,160,160,120,1
"7910",0,0,23,317,100,100,200,0,0
"7911",0,0,23,317,100,200,100,100,1
"7912",0,0,23,317,80,40,140,100,1
"7913",0,0,23,317,140,20,120,100,1
"7914",0,0,23,317,120,80,100,100,1
"7915",0,0,23,317,100,140,100,60,1
"7916",0,0,23,317,160,0,100,100,1
"7917",0,0,23,317,120,0,140,140,1
"7918",0,0,23,317,120,120,140,40,0
"7919",0,0,23,317,140,140,120,80,0
"7920",0,0,23,317,80,80,140,40,1
"7921",0,0,23,317,120,120,140,80,0
"7922",0,0,23,317,100,20,100,100,1
"7923",0,0,23,317,120,0,140,100,1
"7924",0,0,23,317,160,80,140,160,1
"7925",0,0,23,317,200,0,180,20,1
"7926",1,0,31,318,140,140,120,180,0
"7927",1,0,31,318,140,0,120,140,1
"7928",1,0,31,318,140,120,80,80,0
"7929",1,0,31,318,140,100,100,40,0
"7930",1,0,31,318,100,140,100,200,1
"7931",1,0,31,318,80,0,140,100,1
"7932",1,0,31,318,160,40,120,80,1
"7933",1,0,31,318,120,40,140,100,1
"7934",1,0,31,318,140,160,160,120,0
"7935",1,0,31,318,100,100,200,0,0
"7936",1,0,31,318,100,200,100,100,0
"7937",1,0,31,318,80,40,140,100,1
"7938",1,0,31,318,140,20,120,100,1
"7939",1,0,31,318,120,80,100,100,1
"7940",1,0,31,318,100,140,100,60,0
"7941",1,0,31,318,160,0,100,100,1
"7942",1,0,31,318,120,0,140,140,1
"7943",1,0,31,318,120,120,140,40,0
"7944",1,0,31,318,140,140,120,80,0
"7945",1,0,31,318,80,80,140,40,0
"7946",1,0,31,318,120,120,140,80,0
"7947",1,0,31,318,100,20,100,100,1
"7948",1,0,31,318,120,0,140,100,1
"7949",1,0,31,318,160,80,140,160,1
"7950",1,0,31,318,200,0,180,20,1
"7951",0,0,46,319,140,140,120,180,0
"7952",0,0,46,319,140,0,120,140,1
"7953",0,0,46,319,140,120,80,80,0
"7954",0,0,46,319,140,100,100,40,0
"7955",0,0,46,319,100,140,100,200,0
"7956",0,0,46,319,80,0,140,100,1
"7957",0,0,46,319,160,40,120,80,1
"7958",0,0,46,319,120,40,140,100,1
"7959",0,0,46,319,140,160,160,120,0
"7960",0,0,46,319,100,100,200,0,0
"7961",0,0,46,319,100,200,100,100,1
"7962",0,0,46,319,80,40,140,100,1
"7963",0,0,46,319,140,20,120,100,1
"7964",0,0,46,319,120,80,100,100,1
"7965",0,0,46,319,100,140,100,60,0
"7966",0,0,46,319,160,0,100,100,1
"7967",0,0,46,319,120,0,140,140,1
"7968",0,0,46,319,120,120,140,40,0
"7969",0,0,46,319,140,140,120,80,0
"7970",0,0,46,319,80,80,140,40,0
"7971",0,0,46,319,120,120,140,80,0
"7972",0,0,46,319,100,20,100,100,1
"7973",0,0,46,319,120,0,140,100,1
"7974",0,0,46,319,160,80,140,160,1
"7975",0,0,46,319,200,0,180,20,1
"7976",1,0,22,320,140,140,120,180,0
"7977",1,0,22,320,140,0,120,140,1
"7978",1,0,22,320,140,120,80,80,0
"7979",1,0,22,320,140,100,100,40,0
"7980",1,0,22,320,100,140,100,200,1
"7981",1,0,22,320,80,0,140,100,1
"7982",1,0,22,320,160,40,120,80,1
"7983",1,0,22,320,120,40,140,100,1
"7984",1,0,22,320,140,160,160,120,0
"7985",1,0,22,320,100,100,200,0,0
"7986",1,0,22,320,100,200,100,100,0
"7987",1,0,22,320,80,40,140,100,1
"7988",1,0,22,320,140,20,120,100,1
"7989",1,0,22,320,120,80,100,100,0
"7990",1,0,22,320,100,140,100,60,0
"7991",1,0,22,320,160,0,100,100,1
"7992",1,0,22,320,120,0,140,140,1
"7993",1,0,22,320,120,120,140,40,0
"7994",1,0,22,320,140,140,120,80,0
"7995",1,0,22,320,80,80,140,40,1
"7996",1,0,22,320,120,120,140,80,0
"7997",1,0,22,320,100,20,100,100,1
"7998",1,0,22,320,120,0,140,100,1
"7999",1,0,22,320,160,80,140,160,1
"8000",1,0,22,320,200,0,180,20,1
"8001",0,0,44,321,140,140,120,180,0
"8002",0,0,44,321,140,0,120,140,1
"8003",0,0,44,321,140,120,80,80,0
"8004",0,0,44,321,140,100,100,40,0
"8005",0,0,44,321,100,140,100,200,0
"8006",0,0,44,321,80,0,140,100,1
"8007",0,0,44,321,160,40,120,80,1
"8008",0,0,44,321,120,40,140,100,1
"8009",0,0,44,321,140,160,160,120,0
"8010",0,0,44,321,100,100,200,0,0
"8011",0,0,44,321,100,200,100,100,1
"8012",0,0,44,321,80,40,140,100,1
"8013",0,0,44,321,140,20,120,100,1
"8014",0,0,44,321,120,80,100,100,1
"8015",0,0,44,321,100,140,100,60,0
"8016",0,0,44,321,160,0,100,100,1
"8017",0,0,44,321,120,0,140,140,1
"8018",0,0,44,321,120,120,140,40,0
"8019",0,0,44,321,140,140,120,80,0
"8020",0,0,44,321,80,80,140,40,0
"8021",0,0,44,321,120,120,140,80,0
"8022",0,0,44,321,100,20,100,100,1
"8023",0,0,44,321,120,0,140,100,1
"8024",0,0,44,321,160,80,140,160,1
"8025",0,0,44,321,200,0,180,20,1
"8026",1,0,38,322,140,140,120,180,0
"8027",1,0,38,322,140,0,120,140,1
"8028",1,0,38,322,140,120,80,80,0
"8029",1,0,38,322,140,100,100,40,0
"8030",1,0,38,322,100,140,100,200,1
"8031",1,0,38,322,80,0,140,100,1
"8032",1,0,38,322,160,40,120,80,1
"8033",1,0,38,322,120,40,140,100,1
"8034",1,0,38,322,140,160,160,120,0
"8035",1,0,38,322,100,100,200,0,0
"8036",1,0,38,322,100,200,100,100,0
"8037",1,0,38,322,80,40,140,100,1
"8038",1,0,38,322,140,20,120,100,1
"8039",1,0,38,322,120,80,100,100,1
"8040",1,0,38,322,100,140,100,60,0
"8041",1,0,38,322,160,0,100,100,1
"8042",1,0,38,322,120,0,140,140,1
"8043",1,0,38,322,120,120,140,40,0
"8044",1,0,38,322,140,140,120,80,0
"8045",1,0,38,322,80,80,140,40,1
"8046",1,0,38,322,120,120,140,80,0
"8047",1,0,38,322,100,20,100,100,1
"8048",1,0,38,322,120,0,140,100,1
"8049",1,0,38,322,160,80,140,160,1
"8050",1,0,38,322,200,0,180,20,1
"8051",0,1,25,323,140,140,120,180,0
"8052",0,1,25,323,140,0,120,140,1
"8053",0,1,25,323,140,120,80,80,0
"8054",0,1,25,323,140,100,100,40,0
"8055",0,1,25,323,100,140,100,200,0
"8056",0,1,25,323,80,0,140,100,1
"8057",0,1,25,323,160,40,120,80,1
"8058",0,1,25,323,120,40,140,100,1
"8059",0,1,25,323,140,160,160,120,0
"8060",0,1,25,323,100,100,200,0,0
"8061",0,1,25,323,100,200,100,100,1
"8062",0,1,25,323,80,40,140,100,1
"8063",0,1,25,323,140,20,120,100,1
"8064",0,1,25,323,120,80,100,100,1
"8065",0,1,25,323,100,140,100,60,0
"8066",0,1,25,323,160,0,100,100,1
"8067",0,1,25,323,120,0,140,140,1
"8068",0,1,25,323,120,120,140,40,0
"8069",0,1,25,323,140,140,120,80,0
"8070",0,1,25,323,80,80,140,40,0
"8071",0,1,25,323,120,120,140,80,0
"8072",0,1,25,323,100,20,100,100,1
"8073",0,1,25,323,120,0,140,100,1
"8074",0,1,25,323,160,80,140,160,1
"8075",0,1,25,323,200,0,180,20,1
"8076",1,1,46,324,140,140,120,180,0
"8077",1,1,46,324,140,0,120,140,1
"8078",1,1,46,324,140,120,80,80,0
"8079",1,1,46,324,140,100,100,40,0
"8080",1,1,46,324,100,140,100,200,1
"8081",1,1,46,324,80,0,140,100,1
"8082",1,1,46,324,160,40,120,80,0
"8083",1,1,46,324,120,40,140,100,1
"8084",1,1,46,324,140,160,160,120,0
"8085",1,1,46,324,100,100,200,0,1
"8086",1,1,46,324,100,200,100,100,1
"8087",1,1,46,324,80,40,140,100,1
"8088",1,1,46,324,140,20,120,100,1
"8089",1,1,46,324,120,80,100,100,1
"8090",1,1,46,324,100,140,100,60,0
"8091",1,1,46,324,160,0,100,100,1
"8092",1,1,46,324,120,0,140,140,1
"8093",1,1,46,324,120,120,140,40,0
"8094",1,1,46,324,140,140,120,80,0
"8095",1,1,46,324,80,80,140,40,1
"8096",1,1,46,324,120,120,140,80,0
"8097",1,1,46,324,100,20,100,100,1
"8098",1,1,46,324,120,0,140,100,1
"8099",1,1,46,324,160,80,140,160,1
"8100",1,1,46,324,200,0,180,20,1
"8101",0,0,40,325,140,140,120,180,0
"8102",0,0,40,325,140,0,120,140,1
"8103",0,0,40,325,140,120,80,80,0
"8104",0,0,40,325,140,100,100,40,0
"8105",0,0,40,325,100,140,100,200,0
"8106",0,0,40,325,80,0,140,100,1
"8107",0,0,40,325,160,40,120,80,1
"8108",0,0,40,325,120,40,140,100,1
"8109",0,0,40,325,140,160,160,120,0
"8110",0,0,40,325,100,100,200,0,0
"8111",0,0,40,325,100,200,100,100,1
"8112",0,0,40,325,80,40,140,100,1
"8113",0,0,40,325,140,20,120,100,1
"8114",0,0,40,325,120,80,100,100,0
"8115",0,0,40,325,100,140,100,60,0
"8116",0,0,40,325,160,0,100,100,1
"8117",0,0,40,325,120,0,140,140,1
"8118",0,0,40,325,120,120,140,40,0
"8119",0,0,40,325,140,140,120,80,0
"8120",0,0,40,325,80,80,140,40,0
"8121",0,0,40,325,120,120,140,80,0
"8122",0,0,40,325,100,20,100,100,1
"8123",0,0,40,325,120,0,140,100,1
"8124",0,0,40,325,160,80,140,160,1
"8125",0,0,40,325,200,0,180,20,1
"8126",0,0,46,326,140,140,120,180,0
"8127",0,0,46,326,140,0,120,140,1
"8128",0,0,46,326,140,120,80,80,0
"8129",0,0,46,326,140,100,100,40,0
"8130",0,0,46,326,100,140,100,200,0
"8131",0,0,46,326,80,0,140,100,1
"8132",0,0,46,326,160,40,120,80,1
"8133",0,0,46,326,120,40,140,100,1
"8134",0,0,46,326,140,160,160,120,0
"8135",0,0,46,326,100,100,200,0,0
"8136",0,0,46,326,100,200,100,100,1
"8137",0,0,46,326,80,40,140,100,1
"8138",0,0,46,326,140,20,120,100,1
"8139",0,0,46,326,120,80,100,100,1
"8140",0,0,46,326,100,140,100,60,0
"8141",0,0,46,326,160,0,100,100,1
"8142",0,0,46,326,120,0,140,140,1
"8143",0,0,46,326,120,120,140,40,0
"8144",0,0,46,326,140,140,120,80,0
"8145",0,0,46,326,80,80,140,40,0
"8146",0,0,46,326,120,120,140,80,0
"8147",0,0,46,326,100,20,100,100,1
"8148",0,0,46,326,120,0,140,100,1
"8149",0,0,46,326,160,80,140,160,1
"8150",0,0,46,326,200,0,180,20,1
"8151",0,1,37,327,140,140,120,180,0
"8152",0,1,37,327,140,0,120,140,1
"8153",0,1,37,327,140,120,80,80,0
"8154",0,1,37,327,140,100,100,40,0
"8155",0,1,37,327,100,140,100,200,1
"8156",0,1,37,327,80,0,140,100,1
"8157",0,1,37,327,160,40,120,80,1
"8158",0,1,37,327,120,40,140,100,1
"8159",0,1,37,327,140,160,160,120,0
"8160",0,1,37,327,100,100,200,0,0
"8161",0,1,37,327,100,200,100,100,0
"8162",0,1,37,327,80,40,140,100,1
"8163",0,1,37,327,140,20,120,100,1
"8164",0,1,37,327,120,80,100,100,1
"8165",0,1,37,327,100,140,100,60,0
"8166",0,1,37,327,160,0,100,100,1
"8167",0,1,37,327,120,0,140,140,1
"8168",0,1,37,327,120,120,140,40,0
"8169",0,1,37,327,140,140,120,80,0
"8170",0,1,37,327,80,80,140,40,0
"8171",0,1,37,327,120,120,140,80,0
"8172",0,1,37,327,100,20,100,100,1
"8173",0,1,37,327,120,0,140,100,1
"8174",0,1,37,327,160,80,140,160,1
"8175",0,1,37,327,200,0,180,20,1
"8176",1,0,47,328,140,140,120,180,1
"8177",1,0,47,328,140,0,120,140,1
"8178",1,0,47,328,140,120,80,80,0
"8179",1,0,47,328,140,100,100,40,0
"8180",1,0,47,328,100,140,100,200,1
"8181",1,0,47,328,80,0,140,100,1
"8182",1,0,47,328,160,40,120,80,1
"8183",1,0,47,328,120,40,140,100,1
"8184",1,0,47,328,140,160,160,120,0
"8185",1,0,47,328,100,100,200,0,0
"8186",1,0,47,328,100,200,100,100,0
"8187",1,0,47,328,80,40,140,100,1
"8188",1,0,47,328,140,20,120,100,1
"8189",1,0,47,328,120,80,100,100,1
"8190",1,0,47,328,100,140,100,60,0
"8191",1,0,47,328,160,0,100,100,1
"8192",1,0,47,328,120,0,140,140,1
"8193",1,0,47,328,120,120,140,40,0
"8194",1,0,47,328,140,140,120,80,0
"8195",1,0,47,328,80,80,140,40,0
"8196",1,0,47,328,120,120,140,80,0
"8197",1,0,47,328,100,20,100,100,1
"8198",1,0,47,328,120,0,140,100,1
"8199",1,0,47,328,160,80,140,160,1
"8200",1,0,47,328,200,0,180,20,1
"8201",1,0,43,329,140,140,120,180,0
"8202",1,0,43,329,140,0,120,140,1
"8203",1,0,43,329,140,120,80,80,0
"8204",1,0,43,329,140,100,100,40,0
"8205",1,0,43,329,100,140,100,200,1
"8206",1,0,43,329,80,0,140,100,1
"8207",1,0,43,329,160,40,120,80,1
"8208",1,0,43,329,120,40,140,100,1
"8209",1,0,43,329,140,160,160,120,0
"8210",1,0,43,329,100,100,200,0,0
"8211",1,0,43,329,100,200,100,100,0
"8212",1,0,43,329,80,40,140,100,1
"8213",1,0,43,329,140,20,120,100,1
"8214",1,0,43,329,120,80,100,100,1
"8215",1,0,43,329,100,140,100,60,0
"8216",1,0,43,329,160,0,100,100,1
"8217",1,0,43,329,120,0,140,140,1
"8218",1,0,43,329,120,120,140,40,0
"8219",1,0,43,329,140,140,120,80,0
"8220",1,0,43,329,80,80,140,40,0
"8221",1,0,43,329,120,120,140,80,0
"8222",1,0,43,329,100,20,100,100,1
"8223",1,0,43,329,120,0,140,100,1
"8224",1,0,43,329,160,80,140,160,1
"8225",1,0,43,329,200,0,180,20,1
"8226",0,0,32,330,140,140,120,180,0
"8227",0,0,32,330,140,0,120,140,1
"8228",0,0,32,330,140,120,80,80,0
"8229",0,0,32,330,140,100,100,40,0
"8230",0,0,32,330,100,140,100,200,0
"8231",0,0,32,330,80,0,140,100,1
"8232",0,0,32,330,160,40,120,80,1
"8233",0,0,32,330,120,40,140,100,1
"8234",0,0,32,330,140,160,160,120,1
"8235",0,0,32,330,100,100,200,0,0
"8236",0,0,32,330,100,200,100,100,1
"8237",0,0,32,330,80,40,140,100,1
"8238",0,0,32,330,140,20,120,100,1
"8239",0,0,32,330,120,80,100,100,0
"8240",0,0,32,330,100,140,100,60,0
"8241",0,0,32,330,160,0,100,100,1
"8242",0,0,32,330,120,0,140,140,1
"8243",0,0,32,330,120,120,140,40,0
"8244",0,0,32,330,140,140,120,80,0
"8245",0,0,32,330,80,80,140,40,0
"8246",0,0,32,330,120,120,140,80,0
"8247",0,0,32,330,100,20,100,100,1
"8248",0,0,32,330,120,0,140,100,1
"8249",0,0,32,330,160,80,140,160,1
"8250",0,0,32,330,200,0,180,20,1
"8251",1,1,36,331,140,140,120,180,0
"8252",1,1,36,331,140,0,120,140,1
"8253",1,1,36,331,140,120,80,80,0
"8254",1,1,36,331,140,100,100,40,0
"8255",1,1,36,331,100,140,100,200,1
"8256",1,1,36,331,80,0,140,100,1
"8257",1,1,36,331,160,40,120,80,0
"8258",1,1,36,331,120,40,140,100,1
"8259",1,1,36,331,140,160,160,120,1
"8260",1,1,36,331,100,100,200,0,1
"8261",1,1,36,331,100,200,100,100,0
"8262",1,1,36,331,80,40,140,100,1
"8263",1,1,36,331,140,20,120,100,1
"8264",1,1,36,331,120,80,100,100,0
"8265",1,1,36,331,100,140,100,60,0
"8266",1,1,36,331,160,0,100,100,1
"8267",1,1,36,331,120,0,140,140,1
"8268",1,1,36,331,120,120,140,40,0
"8269",1,1,36,331,140,140,120,80,0
"8270",1,1,36,331,80,80,140,40,1
"8271",1,1,36,331,120,120,140,80,0
"8272",1,1,36,331,100,20,100,100,1
"8273",1,1,36,331,120,0,140,100,1
"8274",1,1,36,331,160,80,140,160,1
"8275",1,1,36,331,200,0,180,20,0
"8276",1,1,23,332,140,140,120,180,0
"8277",1,1,23,332,140,0,120,140,1
"8278",1,1,23,332,140,120,80,80,0
"8279",1,1,23,332,140,100,100,40,0
"8280",1,1,23,332,100,140,100,200,0
"8281",1,1,23,332,80,0,140,100,1
"8282",1,1,23,332,160,40,120,80,0
"8283",1,1,23,332,120,40,140,100,1
"8284",1,1,23,332,140,160,160,120,1
"8285",1,1,23,332,100,100,200,0,1
"8286",1,1,23,332,100,200,100,100,1
"8287",1,1,23,332,80,40,140,100,1
"8288",1,1,23,332,140,20,120,100,1
"8289",1,1,23,332,120,80,100,100,0
"8290",1,1,23,332,100,140,100,60,0
"8291",1,1,23,332,160,0,100,100,0
"8292",1,1,23,332,120,0,140,140,1
"8293",1,1,23,332,120,120,140,40,0
"8294",1,1,23,332,140,140,120,80,0
"8295",1,1,23,332,80,80,140,40,1
"8296",1,1,23,332,120,120,140,80,1
"8297",1,1,23,332,100,20,100,100,1
"8298",1,1,23,332,120,0,140,100,1
"8299",1,1,23,332,160,80,140,160,0
"8300",1,1,23,332,200,0,180,20,0
"8301",1,1,31,333,140,140,120,180,0
"8302",1,1,31,333,140,0,120,140,1
"8303",1,1,31,333,140,120,80,80,0
"8304",1,1,31,333,140,100,100,40,0
"8305",1,1,31,333,100,140,100,200,0
"8306",1,1,31,333,80,0,140,100,1
"8307",1,1,31,333,160,40,120,80,0
"8308",1,1,31,333,120,40,140,100,1
"8309",1,1,31,333,140,160,160,120,0
"8310",1,1,31,333,100,100,200,0,1
"8311",1,1,31,333,100,200,100,100,1
"8312",1,1,31,333,80,40,140,100,1
"8313",1,1,31,333,140,20,120,100,1
"8314",1,1,31,333,120,80,100,100,0
"8315",1,1,31,333,100,140,100,60,0
"8316",1,1,31,333,160,0,100,100,0
